OG	K	P	FDR_P	interpretation
13080	0.89	0.7322	0.997085310958	nonsignificant
13082	1.06	0.7316	0.997085310958	nonsignificant
13587	0.62	0.7329	0.997085310958	nonsignificant
13892	0.92	0.7311	0.997085310958	nonsignificant
14131	1.08	0.7318	0.997085310958	nonsignificant
14412	1.04	0.7325	0.997085310958	nonsignificant
14414	1.04	0.7331	0.997085310958	nonsignificant
14580	1.05	0.7322	0.997085310958	nonsignificant
16427	1.1	0.7313	0.997085310958	nonsignificant
17065	0.87	0.732	0.997085310958	nonsignificant
17488	0.94	0.7332	0.997085310958	nonsignificant
17994	1.43	0.7332	0.997085310958	nonsignificant
14797	1.07	0.7341	0.99797605606	nonsignificant
16553	0.94	0.7345	0.998261681137	nonsignificant
17914	1.06	0.7346	0.998261681137	nonsignificant
17837	1.08	0.7349	0.998472341685	nonsignificant
12616	1.05	0.7352	0.998682919132	nonsignificant
13426	1.03	0.7358	0.999239609621	nonsignificant
17736	0.93	0.7359	0.999239609621	nonsignificant
10386	1.46	1.0	1.0	nonsignificant
10396	1.03	1.0	1.0	nonsignificant
10400	1.78	1.0	1.0	nonsignificant
10410	1.03	0.8346	1.0	nonsignificant
10427	0.25	1.0	1.0	nonsignificant
10443	1.0	1.0	1.0	nonsignificant
10457	0.92	0.8524	1.0	nonsignificant
10458	2.42	1.0	1.0	nonsignificant
10475	0.96	0.7851	1.0	nonsignificant
10478	1.04	0.7417	1.0	nonsignificant
10490	1.89	1.0	1.0	nonsignificant
10501	1.01	0.9807	1.0	nonsignificant
10523	1.01	1.0	1.0	nonsignificant
10548	1.07	0.8325	1.0	nonsignificant
10560	0.99	0.9266	1.0	nonsignificant
10563	1.01	0.9492	1.0	nonsignificant
10588	0.97	0.9374	1.0	nonsignificant
10593	0.0	0.8767	1.0	nonsignificant
10594	10.67	1.0	1.0	nonsignificant
10598	0.98	0.8735	1.0	nonsignificant
10601	1.0	1.0	1.0	nonsignificant
10609	0.9	0.819	1.0	nonsignificant
10610	1.04	0.8435	1.0	nonsignificant
10646	1.63	1.0	1.0	nonsignificant
10654	9.82	1.0	1.0	nonsignificant
10672	10.12	1.0	1.0	nonsignificant
10673	1.02	0.8704	1.0	nonsignificant
10676	20.62	1.0	1.0	nonsignificant
10683	11.89	1.0	1.0	nonsignificant
10691	4.66	1.0	1.0	nonsignificant
10693	2.02	1.0	1.0	nonsignificant
10697	0.93	0.793	1.0	nonsignificant
10704	26.76	1.0	1.0	nonsignificant
10709	0.94	0.7795	1.0	nonsignificant
10720	19.27	1.0	1.0	nonsignificant
10723	1.05	0.7639	1.0	nonsignificant
10728	1.0	1.0	1.0	nonsignificant
10735	1.21	0.8447	1.0	nonsignificant
10742	2.73	1.0	1.0	nonsignificant
10746	1.05	0.8492	1.0	nonsignificant
10751	1.0	1.0	1.0	nonsignificant
10780	1.66	1.0	1.0	nonsignificant
10795	1.53	1.0	1.0	nonsignificant
10811	18.9	1.0	1.0	nonsignificant
10820	1.17	1.0	1.0	nonsignificant
10824	14.96	1.0	1.0	nonsignificant
10838	1.01	0.9489	1.0	nonsignificant
10839	22.88	1.0	1.0	nonsignificant
10846	0.99	1.0	1.0	nonsignificant
10870	1.01	0.9443	1.0	nonsignificant
10875	0.95	0.8662	1.0	nonsignificant
10885	1.01	1.0	1.0	nonsignificant
10888	1.81	1.0	1.0	nonsignificant
10903	1.01	1.0	1.0	nonsignificant
10904	16.31	1.0	1.0	nonsignificant
10908	1.08	1.0	1.0	nonsignificant
10915	1.3	1.0	1.0	nonsignificant
10919	1.01	0.8823	1.0	nonsignificant
10928	1.01	0.8987	1.0	nonsignificant
10932	1.06	0.7968	1.0	nonsignificant
10939	1.04	0.7991	1.0	nonsignificant
10944	50.0	1.0	1.0	nonsignificant
10952	1.45	1.0	1.0	nonsignificant
10957	8.9	1.0	1.0	nonsignificant
10972	9.0	1.0	1.0	nonsignificant
10987	1.58	1.0	1.0	nonsignificant
10988	1.01	1.0	1.0	nonsignificant
10994	12.26	1.0	1.0	nonsignificant
10995	0.98	0.7949	1.0	nonsignificant
10999	0.49	1.0	1.0	nonsignificant
11022	2.42	1.0	1.0	nonsignificant
11027	10.38	1.0	1.0	nonsignificant
11029	20.93	1.0	1.0	nonsignificant
11034	0.93	1.0	1.0	nonsignificant
11036	4.23	1.0	1.0	nonsignificant
11040	0.96	0.7771	1.0	nonsignificant
11041	0.99	0.8798	1.0	nonsignificant
11042	1.0	1.0	1.0	nonsignificant
11052	0.89	1.0	1.0	nonsignificant
11055	1.01	1.0	1.0	nonsignificant
11056	1.1	1.0	1.0	nonsignificant
11064	0.99	0.9038	1.0	nonsignificant
11065	0.99	0.9499	1.0	nonsignificant
11067	1.2	1.0	1.0	nonsignificant
11072	1.34	1.0	1.0	nonsignificant
11073	0.9	0.8388	1.0	nonsignificant
11075	3.91	1.0	1.0	nonsignificant
11077	0.94	1.0	1.0	nonsignificant
11082	0.99	0.9115	1.0	nonsignificant
11084	1.0	1.0	1.0	nonsignificant
11090	10.56	1.0	1.0	nonsignificant
11096	1.03	0.8154	1.0	nonsignificant
11103	1.08	1.0	1.0	nonsignificant
11106	50.0	1.0	1.0	nonsignificant
11110	1.04	0.7368	1.0	nonsignificant
11125	0.97	0.811	1.0	nonsignificant
11137	1.47	1.0	1.0	nonsignificant
11153	0.96	0.8257	1.0	nonsignificant
11163	3.89	1.0	1.0	nonsignificant
11172	0.95	0.9475	1.0	nonsignificant
11176	1.03	1.0	1.0	nonsignificant
11180	1.0	1.0	1.0	nonsignificant
11183	1.02	0.9627	1.0	nonsignificant
11184	2.74	1.0	1.0	nonsignificant
11185	0.95	1.0	1.0	nonsignificant
11190	0.96	0.8101	1.0	nonsignificant
11192	0.95	0.7492	1.0	nonsignificant
11208	5.05	1.0	1.0	nonsignificant
11217	1.13	1.0	1.0	nonsignificant
11221	1.06	0.7865	1.0	nonsignificant
11225	2.14	1.0	1.0	nonsignificant
11234	1.0	1.0	1.0	nonsignificant
11236	3.18	1.0	1.0	nonsignificant
11239	0.96	0.8515	1.0	nonsignificant
11242	2.32	1.0	1.0	nonsignificant
11243	1.04	1.0	1.0	nonsignificant
11245	0.97	0.8693	1.0	nonsignificant
11248	0.99	1.0	1.0	nonsignificant
11251	26.59	1.0	1.0	nonsignificant
11261	0.92	0.8145	1.0	nonsignificant
11268	0.97	1.0	1.0	nonsignificant
11269	18.44	1.0	1.0	nonsignificant
11273	1.0	1.0	1.0	nonsignificant
11276	0.95	0.8324	1.0	nonsignificant
11280	1.4	1.0	1.0	nonsignificant
11293	0.97	1.0	1.0	nonsignificant
11299	2.17	1.0	1.0	nonsignificant
11303	0.93	1.0	1.0	nonsignificant
11305	0.95	1.0	1.0	nonsignificant
11310	20.16	1.0	1.0	nonsignificant
11312	0.97	0.8634	1.0	nonsignificant
11313	0.31	1.0	1.0	nonsignificant
11327	2.01	1.0	1.0	nonsignificant
11329	1.02	0.9597	1.0	nonsignificant
11332	0.0	1.0	1.0	nonsignificant
11333	1.0	1.0	1.0	nonsignificant
11346	3.42	1.0	1.0	nonsignificant
11347	0.98	0.8934	1.0	nonsignificant
11348	46.74	1.0	1.0	nonsignificant
11351	0.99	1.0	1.0	nonsignificant
11354	18.95	1.0	1.0	nonsignificant
11370	1.06	1.0	1.0	nonsignificant
11374	19.26	1.0	1.0	nonsignificant
11379	1.05	0.774	1.0	nonsignificant
11383	1.2	1.0	1.0	nonsignificant
11385	1.07	0.8609	1.0	nonsignificant
11391	0.97	0.9393	1.0	nonsignificant
11392	1.08	1.0	1.0	nonsignificant
11393	1.0	1.0	1.0	nonsignificant
11401	0.99	1.0	1.0	nonsignificant
11402	0.97	0.8292	1.0	nonsignificant
11418	0.96	0.8555	1.0	nonsignificant
11419	17.69	1.0	1.0	nonsignificant
11421	1.04	1.0	1.0	nonsignificant
11423	1.01	1.0	1.0	nonsignificant
11426	1.02	0.9279	1.0	nonsignificant
11445	7.71	1.0	1.0	nonsignificant
11447	0.98	0.948	1.0	nonsignificant
11451	0.0	1.0	1.0	nonsignificant
11452	1.04	1.0	1.0	nonsignificant
11454	0.97	1.0	1.0	nonsignificant
11455	0.98	0.9259	1.0	nonsignificant
11465	0.99	1.0	1.0	nonsignificant
11467	0.98	1.0	1.0	nonsignificant
11469	1.88	1.0	1.0	nonsignificant
11474	0.98	1.0	1.0	nonsignificant
11482	5.72	1.0	1.0	nonsignificant
11487	1.0	1.0	1.0	nonsignificant
11493	1.08	0.7428	1.0	nonsignificant
11498	1.04	0.7943	1.0	nonsignificant
11502	1.0	1.0	1.0	nonsignificant
11510	0.86	1.0	1.0	nonsignificant
11513	2.74	1.0	1.0	nonsignificant
11517	0.97	0.7801	1.0	nonsignificant
11520	0.96	0.7781	1.0	nonsignificant
11523	0.98	1.0	1.0	nonsignificant
11525	1.69	1.0	1.0	nonsignificant
11526	1.0	1.0	1.0	nonsignificant
11527	9.09	1.0	1.0	nonsignificant
11528	0.91	0.9238	1.0	nonsignificant
11529	0.97	0.8142	1.0	nonsignificant
11536	0.97	0.9393	1.0	nonsignificant
11543	1.13	1.0	1.0	nonsignificant
11548	0.97	0.8064	1.0	nonsignificant
11553	0.97	0.7677	1.0	nonsignificant
11555	1.14	0.8137	1.0	nonsignificant
11557	1.13	0.7817	1.0	nonsignificant
11563	1.03	0.7936	1.0	nonsignificant
11566	0.91	0.75	1.0	nonsignificant
11570	1.0	1.0	1.0	nonsignificant
11573	1.0	0.9723	1.0	nonsignificant
11575	0.0	1.0	1.0	nonsignificant
11576	0.93	0.7525	1.0	nonsignificant
11584	1.04	1.0	1.0	nonsignificant
11585	1.26	1.0	1.0	nonsignificant
11586	23.24	1.0	1.0	nonsignificant
11617	0.97	0.8345	1.0	nonsignificant
11620	0.85	1.0	1.0	nonsignificant
11625	1.09	0.8921	1.0	nonsignificant
11627	0.98	0.8635	1.0	nonsignificant
11638	19.21	1.0	1.0	nonsignificant
11646	1.04	0.8434	1.0	nonsignificant
11648	1.46	1.0	1.0	nonsignificant
11651	1.01	0.9828	1.0	nonsignificant
11656	1.01	1.0	1.0	nonsignificant
11661	1.22	1.0	1.0	nonsignificant
11662	0.96	1.0	1.0	nonsignificant
11676	0.98	1.0	1.0	nonsignificant
11685	2.64	1.0	1.0	nonsignificant
11689	0.92	0.8726	1.0	nonsignificant
11695	1.48	1.0	1.0	nonsignificant
11698	1.09	1.0	1.0	nonsignificant
11712	1.16	1.0	1.0	nonsignificant
11720	1.02	0.9372	1.0	nonsignificant
11723	1.05	1.0	1.0	nonsignificant
11724	1.49	0.8203	1.0	nonsignificant
11731	0.95	0.755	1.0	nonsignificant
11736	2.39	1.0	1.0	nonsignificant
11741	0.99	1.0	1.0	nonsignificant
11742	7.82	1.0	1.0	nonsignificant
11746	1.02	1.0	1.0	nonsignificant
11747	0.98	0.9684	1.0	nonsignificant
11750	1.35	1.0	1.0	nonsignificant
11755	0.98	0.8408	1.0	nonsignificant
11776	0.88	1.0	1.0	nonsignificant
11777	1.02	1.0	1.0	nonsignificant
11787	0.93	0.7918	1.0	nonsignificant
11788	1.1	0.8014	1.0	nonsignificant
11799	2.19	1.0	1.0	nonsignificant
11800	1.0	1.0	1.0	nonsignificant
11801	1.03	0.8993	1.0	nonsignificant
11804	1.01	1.0	1.0	nonsignificant
11806	2.16	1.0	1.0	nonsignificant
11807	0.99	0.9969	1.0	nonsignificant
11813	1.0	1.0	1.0	nonsignificant
11815	0.9	0.7422	1.0	nonsignificant
11818	1.02	0.9012	1.0	nonsignificant
11820	1.09	1.0	1.0	nonsignificant
11822	1.05	0.768	1.0	nonsignificant
11828	49.5	1.0	1.0	nonsignificant
11830	0.99	0.9637	1.0	nonsignificant
11831	0.99	0.951	1.0	nonsignificant
11836	3.95	1.0	1.0	nonsignificant
11838	0.92	0.7949	1.0	nonsignificant
11839	2.39	1.0	1.0	nonsignificant
11844	3.2	1.0	1.0	nonsignificant
11845	1.1	1.0	1.0	nonsignificant
11851	27.04	1.0	1.0	nonsignificant
11853	1.26	1.0	1.0	nonsignificant
11855	0.99	0.956	1.0	nonsignificant
11856	47.12	1.0	1.0	nonsignificant
11867	1.01	0.9299	1.0	nonsignificant
11870	1.0	1.0	1.0	nonsignificant
11874	1.1	0.747	1.0	nonsignificant
11878	0.95	1.0	1.0	nonsignificant
11881	1.03	0.8323	1.0	nonsignificant
11887	1.01	1.0	1.0	nonsignificant
11905	1.09	0.8411	1.0	nonsignificant
11907	0.9	1.0	1.0	nonsignificant
11914	2.4	1.0	1.0	nonsignificant
11920	1.03	0.8048	1.0	nonsignificant
11923	2.32	1.0	1.0	nonsignificant
11932	0.85	1.0	1.0	nonsignificant
11935	10.2	1.0	1.0	nonsignificant
11937	0.99	1.0	1.0	nonsignificant
11941	0.98	0.9465	1.0	nonsignificant
11944	50.0	1.0	1.0	nonsignificant
11968	1.06	1.0	1.0	nonsignificant
11978	0.96	0.8968	1.0	nonsignificant
11981	0.92	0.8118	1.0	nonsignificant
11985	2.15	1.0	1.0	nonsignificant
11996	0.95	0.7399	1.0	nonsignificant
12006	0.96	1.0	1.0	nonsignificant
12013	3.57	1.0	1.0	nonsignificant
12015	0.97	0.9134	1.0	nonsignificant
12019	26.24	1.0	1.0	nonsignificant
12034	1.29	1.0	1.0	nonsignificant
12035	1.09	0.9209	1.0	nonsignificant
12043	2.17	1.0	1.0	nonsignificant
12044	1.0	1.0	1.0	nonsignificant
12051	0.81	0.7817	1.0	nonsignificant
12070	0.94	0.8102	1.0	nonsignificant
12072	1.0	1.0	1.0	nonsignificant
12080	1.18	1.0	1.0	nonsignificant
12084	2.2	1.0	1.0	nonsignificant
12086	1.01	0.9837	1.0	nonsignificant
12091	0.97	0.875	1.0	nonsignificant
12097	0.98	0.9495	1.0	nonsignificant
12101	0.96	0.7983	1.0	nonsignificant
12105	2.11	1.0	1.0	nonsignificant
12110	0.96	0.7447	1.0	nonsignificant
12118	1.78	1.0	1.0	nonsignificant
12120	10.87	1.0	1.0	nonsignificant
12131	0.95	0.8616	1.0	nonsignificant
12136	1.0	0.9915	1.0	nonsignificant
12140	12.79	1.0	1.0	nonsignificant
12142	2.85	1.0	1.0	nonsignificant
12149	0.0	1.0	1.0	nonsignificant
12153	1.18	1.0	1.0	nonsignificant
12158	0.98	0.8914	1.0	nonsignificant
12165	4.4	1.0	1.0	nonsignificant
12167	0.96	1.0	1.0	nonsignificant
12168	1.06	1.0	1.0	nonsignificant
12178	0.96	0.9461	1.0	nonsignificant
12185	0.94	0.7609	1.0	nonsignificant
12191	1.33	1.0	1.0	nonsignificant
12193	0.0	1.0	1.0	nonsignificant
12195	4.32	1.0	1.0	nonsignificant
12196	18.82	1.0	1.0	nonsignificant
12198	1.02	1.0	1.0	nonsignificant
12201	2.14	1.0	1.0	nonsignificant
12202	1.0	0.995	1.0	nonsignificant
12205	0.97	0.906	1.0	nonsignificant
12215	15.79	1.0	1.0	nonsignificant
12216	0.98	0.8043	1.0	nonsignificant
12225	0.97	0.8134	1.0	nonsignificant
12228	1.04	0.9172	1.0	nonsignificant
12229	1.01	0.8491	1.0	nonsignificant
12241	1.1	0.7678	1.0	nonsignificant
12245	0.95	0.9123	1.0	nonsignificant
12249	2.5	1.0	1.0	nonsignificant
12250	0.98	0.7964	1.0	nonsignificant
12277	35.43	1.0	1.0	nonsignificant
12281	0.98	1.0	1.0	nonsignificant
12283	1.02	0.9341	1.0	nonsignificant
12291	1.01	0.9649	1.0	nonsignificant
12293	1.03	1.0	1.0	nonsignificant
12301	1.05	0.7717	1.0	nonsignificant
12310	1.04	0.8368	1.0	nonsignificant
12324	0.98	1.0	1.0	nonsignificant
12327	1.02	0.8999	1.0	nonsignificant
12330	0.91	0.7641	1.0	nonsignificant
12332	0.0	1.0	1.0	nonsignificant
12346	12.71	1.0	1.0	nonsignificant
12347	1.01	0.9389	1.0	nonsignificant
12353	1.48	1.0	1.0	nonsignificant
12355	0.98	1.0	1.0	nonsignificant
12374	13.71	1.0	1.0	nonsignificant
12385	5.7	1.0	1.0	nonsignificant
12395	1.0	1.0	1.0	nonsignificant
12399	1.06	0.7674	1.0	nonsignificant
12402	0.94	1.0	1.0	nonsignificant
12404	1.0	1.0	1.0	nonsignificant
12407	1.0	1.0	1.0	nonsignificant
12415	1.03	0.9139	1.0	nonsignificant
12422	0.98	1.0	1.0	nonsignificant
12424	0.99	1.0	1.0	nonsignificant
12425	1.59	1.0	1.0	nonsignificant
12431	45.09	1.0	1.0	nonsignificant
12435	0.98	0.8765	1.0	nonsignificant
12442	1.24	0.7609	1.0	nonsignificant
12448	1.03	0.9503	1.0	nonsignificant
12449	1.11	1.0	1.0	nonsignificant
12451	0.88	0.756	1.0	nonsignificant
12455	1.07	0.7802	1.0	nonsignificant
12458	1.03	0.7676	1.0	nonsignificant
12466	0.93	0.8225	1.0	nonsignificant
12472	1.0	0.9888	1.0	nonsignificant
12473	0.99	0.9772	1.0	nonsignificant
12477	1.05	0.7584	1.0	nonsignificant
12478	0.94	0.7561	1.0	nonsignificant
12479	1.06	0.7731	1.0	nonsignificant
12480	0.98	0.908	1.0	nonsignificant
12481	6.27	1.0	1.0	nonsignificant
12484	0.28	1.0	1.0	nonsignificant
12489	0.99	0.9471	1.0	nonsignificant
12494	1.13	0.7484	1.0	nonsignificant
12499	0.95	0.8969	1.0	nonsignificant
12500	2.35	1.0	1.0	nonsignificant
12503	45.36	1.0	1.0	nonsignificant
12508	0.98	0.8845	1.0	nonsignificant
12516	0.95	0.7737	1.0	nonsignificant
12520	1.08	0.7822	1.0	nonsignificant
12522	6.91	1.0	1.0	nonsignificant
12526	0.97	1.0	1.0	nonsignificant
12527	0.83	0.813	1.0	nonsignificant
12529	0.96	0.9043	1.0	nonsignificant
12531	1.0	1.0	1.0	nonsignificant
12532	10.0	1.0	1.0	nonsignificant
12536	1.06	0.8033	1.0	nonsignificant
12538	0.92	0.8862	1.0	nonsignificant
12541	50.0	1.0	1.0	nonsignificant
12544	13.64	1.0	1.0	nonsignificant
12546	0.97	0.8789	1.0	nonsignificant
12553	1.07	0.8244	1.0	nonsignificant
12555	50.0	1.0	1.0	nonsignificant
12568	1.0	1.0	1.0	nonsignificant
12574	1.01	0.9511	1.0	nonsignificant
12581	1.35	1.0	1.0	nonsignificant
12582	1.05	0.8085	1.0	nonsignificant
12584	0.97	0.8031	1.0	nonsignificant
12585	1.08	1.0	1.0	nonsignificant
12590	0.91	0.7718	1.0	nonsignificant
12591	8.45	1.0	1.0	nonsignificant
12593	1.08	0.79	1.0	nonsignificant
12602	1.06	1.0	1.0	nonsignificant
12612	0.99	1.0	1.0	nonsignificant
12613	0.98	0.9173	1.0	nonsignificant
12618	0.99	1.0	1.0	nonsignificant
12623	4.89	1.0	1.0	nonsignificant
12626	2.46	1.0	1.0	nonsignificant
12628	8.7	1.0	1.0	nonsignificant
12631	0.93	0.8323	1.0	nonsignificant
12635	3.38	1.0	1.0	nonsignificant
12637	1.88	1.0	1.0	nonsignificant
12639	0.96	1.0	1.0	nonsignificant
12652	0.02	1.0	1.0	nonsignificant
12654	1.21	1.0	1.0	nonsignificant
12655	0.62	1.0	1.0	nonsignificant
12657	2.54	0.8387	1.0	nonsignificant
12658	0.99	0.9379	1.0	nonsignificant
12661	1.05	0.8041	1.0	nonsignificant
12663	0.95	0.8253	1.0	nonsignificant
12666	0.95	0.8249	1.0	nonsignificant
12671	1.71	1.0	1.0	nonsignificant
12672	18.87	1.0	1.0	nonsignificant
12673	1.0	1.0	1.0	nonsignificant
12677	1.32	1.0	1.0	nonsignificant
12683	0.98	0.8512	1.0	nonsignificant
12684	2.73	1.0	1.0	nonsignificant
12685	1.03	0.8726	1.0	nonsignificant
12686	16.82	1.0	1.0	nonsignificant
12698	1.01	0.9392	1.0	nonsignificant
12699	0.97	0.8157	1.0	nonsignificant
12700	1.08	0.7482	1.0	nonsignificant
12705	0.99	0.9714	1.0	nonsignificant
12707	2.39	1.0	1.0	nonsignificant
12708	0.96	0.8268	1.0	nonsignificant
12710	1.11	1.0	1.0	nonsignificant
12713	1.05	0.8391	1.0	nonsignificant
12722	0.98	0.938	1.0	nonsignificant
12726	1.09	1.0	1.0	nonsignificant
12732	1.02	1.0	1.0	nonsignificant
12734	1.0	1.0	1.0	nonsignificant
12736	1.02	0.9207	1.0	nonsignificant
12745	0.99	1.0	1.0	nonsignificant
12746	1.05	0.7752	1.0	nonsignificant
12750	1.02	0.8975	1.0	nonsignificant
12755	1.07	0.825	1.0	nonsignificant
12760	2.55	1.0	1.0	nonsignificant
12762	1.68	1.0	1.0	nonsignificant
12765	0.91	0.8042	1.0	nonsignificant
12771	1.05	0.8886	1.0	nonsignificant
12778	0.99	0.9431	1.0	nonsignificant
12780	5.6	1.0	1.0	nonsignificant
12782	1.06	0.7897	1.0	nonsignificant
12786	1.47	1.0	1.0	nonsignificant
12788	1.1	0.827	1.0	nonsignificant
12789	12.07	1.0	1.0	nonsignificant
12792	0.99	1.0	1.0	nonsignificant
12794	1.02	0.9117	1.0	nonsignificant
12797	1.01	0.9434	1.0	nonsignificant
12798	0.97	0.791	1.0	nonsignificant
12801	10.05	1.0	1.0	nonsignificant
12802	0.96	1.0	1.0	nonsignificant
12817	1.0	1.0	1.0	nonsignificant
12819	0.99	0.9479	1.0	nonsignificant
12820	0.95	0.7825	1.0	nonsignificant
12821	1.05	0.7808	1.0	nonsignificant
12823	1.06	0.8601	1.0	nonsignificant
12827	1.99	1.0	1.0	nonsignificant
12828	1.01	0.9643	1.0	nonsignificant
12832	1.51	1.0	1.0	nonsignificant
12837	0.93	0.7407	1.0	nonsignificant
12840	1.04	1.0	1.0	nonsignificant
12841	1.45	0.8528	1.0	nonsignificant
12847	1.01	1.0	1.0	nonsignificant
12849	1.04	0.8481	1.0	nonsignificant
12851	7.86	1.0	1.0	nonsignificant
12857	0.97	0.891	1.0	nonsignificant
12858	1.02	0.8744	1.0	nonsignificant
12865	1.0	1.0	1.0	nonsignificant
12869	1.01	1.0	1.0	nonsignificant
12878	1.06	0.7652	1.0	nonsignificant
12879	1.04	0.761	1.0	nonsignificant
12880	0.98	0.8836	1.0	nonsignificant
12881	1.0	0.9652	1.0	nonsignificant
12890	1.04	0.8565	1.0	nonsignificant
12895	1.06	0.7369	1.0	nonsignificant
12897	0.98	0.8401	1.0	nonsignificant
12902	9.1	1.0	1.0	nonsignificant
12915	2.51	1.0	1.0	nonsignificant
12921	0.9	0.8352	1.0	nonsignificant
12924	0.31	1.0	1.0	nonsignificant
12931	0.62	1.0	1.0	nonsignificant
12936	1.24	1.0	1.0	nonsignificant
12955	4.17	1.0	1.0	nonsignificant
12963	2.19	1.0	1.0	nonsignificant
12966	1.06	0.843	1.0	nonsignificant
12969	0.97	1.0	1.0	nonsignificant
12970	2.65	1.0	1.0	nonsignificant
12972	0.99	0.9794	1.0	nonsignificant
12974	1.02	0.9339	1.0	nonsignificant
12986	2.68	1.0	1.0	nonsignificant
12990	0.99	0.9913	1.0	nonsignificant
12991	44.65	1.0	1.0	nonsignificant
12992	0.99	0.8115	1.0	nonsignificant
12997	1.75	1.0	1.0	nonsignificant
12999	0.98	0.8415	1.0	nonsignificant
13000	0.97	0.9101	1.0	nonsignificant
13003	1.91	1.0	1.0	nonsignificant
13007	0.95	0.8002	1.0	nonsignificant
13012	0.0	1.0	1.0	nonsignificant
13020	13.95	1.0	1.0	nonsignificant
13021	1.0	1.0	1.0	nonsignificant
13024	0.82	0.7503	1.0	nonsignificant
13026	1.11	1.0	1.0	nonsignificant
13029	1.82	1.0	1.0	nonsignificant
13030	1.82	1.0	1.0	nonsignificant
13036	1.03	0.7709	1.0	nonsignificant
13048	0.98	0.9336	1.0	nonsignificant
13049	1.0	1.0	1.0	nonsignificant
13051	0.92	0.789	1.0	nonsignificant
13052	0.97	1.0	1.0	nonsignificant
13060	0.69	0.7622	1.0	nonsignificant
13062	1.07	1.0	1.0	nonsignificant
13063	0.99	0.9654	1.0	nonsignificant
13070	3.49	1.0	1.0	nonsignificant
13083	0.99	0.9433	1.0	nonsignificant
13085	0.0	1.0	1.0	nonsignificant
13087	0.94	0.7564	1.0	nonsignificant
13089	1.01	0.9774	1.0	nonsignificant
13090	1.06	0.8743	1.0	nonsignificant
13093	2.1	1.0	1.0	nonsignificant
13095	0.99	1.0	1.0	nonsignificant
13099	9.65	1.0	1.0	nonsignificant
13104	0.97	0.8736	1.0	nonsignificant
13107	1.04	0.7411	1.0	nonsignificant
13112	1.12	1.0	1.0	nonsignificant
13113	0.93	0.7987	1.0	nonsignificant
13127	0.99	1.0	1.0	nonsignificant
13129	1.79	1.0	1.0	nonsignificant
13132	2.22	1.0	1.0	nonsignificant
13134	1.08	0.8504	1.0	nonsignificant
13135	1.01	1.0	1.0	nonsignificant
13140	0.96	0.7727	1.0	nonsignificant
13141	1.01	0.9818	1.0	nonsignificant
13142	5.73	1.0	1.0	nonsignificant
13143	1.02	0.8028	1.0	nonsignificant
13146	0.96	0.7515	1.0	nonsignificant
13159	1.36	1.0	1.0	nonsignificant
13168	6.62	1.0	1.0	nonsignificant
13174	22.47	1.0	1.0	nonsignificant
13175	1.0	1.0	1.0	nonsignificant
13176	1.0	1.0	1.0	nonsignificant
13177	0.99	0.924	1.0	nonsignificant
13183	1.01	0.9356	1.0	nonsignificant
13186	0.98	0.9704	1.0	nonsignificant
13189	23.07	1.0	1.0	nonsignificant
13195	2.18	1.0	1.0	nonsignificant
13197	2.43	1.0	1.0	nonsignificant
13200	1.01	1.0	1.0	nonsignificant
13201	1.02	0.9531	1.0	nonsignificant
13207	3.3	1.0	1.0	nonsignificant
13209	0.98	1.0	1.0	nonsignificant
13210	1.08	0.7717	1.0	nonsignificant
13211	1.07	1.0	1.0	nonsignificant
13212	1.0	0.9941	1.0	nonsignificant
13219	0.87	0.7645	1.0	nonsignificant
13221	1.0	0.9761	1.0	nonsignificant
13222	10.41	1.0	1.0	nonsignificant
13223	0.9	0.7772	1.0	nonsignificant
13226	1.34	1.0	1.0	nonsignificant
13233	1.0	1.0	1.0	nonsignificant
13236	0.94	0.7562	1.0	nonsignificant
13237	0.97	0.7617	1.0	nonsignificant
13239	0.98	0.9209	1.0	nonsignificant
13240	3.95	1.0	1.0	nonsignificant
13243	1.21	1.0	1.0	nonsignificant
13245	21.34	1.0	1.0	nonsignificant
13258	1.4	1.0	1.0	nonsignificant
13261	17.74	1.0	1.0	nonsignificant
13262	0.95	1.0	1.0	nonsignificant
13267	1.05	1.0	1.0	nonsignificant
13271	0.97	1.0	1.0	nonsignificant
13279	0.98	1.0	1.0	nonsignificant
13282	4.53	1.0	1.0	nonsignificant
13284	1.1	0.8502	1.0	nonsignificant
13287	14.91	1.0	1.0	nonsignificant
13290	1.44	1.0	1.0	nonsignificant
13291	1.01	1.0	1.0	nonsignificant
13292	1.02	0.9041	1.0	nonsignificant
13293	1.06	0.8476	1.0	nonsignificant
13296	0.93	0.7567	1.0	nonsignificant
13313	1.03	0.7473	1.0	nonsignificant
13323	1.02	0.8567	1.0	nonsignificant
13329	1.0	0.9919	1.0	nonsignificant
13333	1.05	1.0	1.0	nonsignificant
13337	0.99	1.0	1.0	nonsignificant
13346	1.02	0.8125	1.0	nonsignificant
13359	1.09	0.8314	1.0	nonsignificant
13369	1.01	1.0	1.0	nonsignificant
13371	1.18	1.0	1.0	nonsignificant
13376	1.01	0.9148	1.0	nonsignificant
13380	0.95	0.759	1.0	nonsignificant
13389	14.14	1.0	1.0	nonsignificant
13390	2.19	1.0	1.0	nonsignificant
13398	0.89	0.7486	1.0	nonsignificant
13401	6.12	1.0	1.0	nonsignificant
13416	0.96	0.8094	1.0	nonsignificant
13421	1.06	0.7755	1.0	nonsignificant
13424	0.12	1.0	1.0	nonsignificant
