OG	P	FDR_P	numtax	bp
16404	0.35	0.429439061007	19	918
17424	0.35	0.429439061007	15	1026
19328	0.35	0.429439061007	14	375
19518	0.35	0.429439061007	13	507
19736	0.35	0.429439061007	11	309
11830	0.351	0.430079051383	19	3186
12570	0.351	0.430079051383	19	2022
12844	0.351	0.430079051383	19	1551
14512	0.351	0.430079051383	19	1434
14598	0.351	0.430079051383	19	2358
16161	0.351	0.430079051383	19	1809
17983	0.351	0.430079051383	18	1521
18445	0.351	0.430079051383	15	714
18603	0.351	0.430079051383	17	2496
18764	0.351	0.430079051383	17	693
11947	0.352	0.430717299578	18	3018
12023	0.352	0.430717299578	18	1143
14399	0.352	0.430717299578	19	2466
14637	0.352	0.430717299578	19	2619
14658	0.352	0.430717299578	19	2724
14778	0.352	0.430717299578	17	1182
14873	0.352	0.430717299578	19	4878
15340	0.352	0.430717299578	19	624
15546	0.352	0.430717299578	19	1401
18146	0.352	0.430717299578	16	1347
10315	0.353	0.431236581057	19	7575
12505	0.353	0.431236581057	17	1569
13345	0.353	0.431236581057	19	705
13894	0.353	0.431236581057	14	8574
14275	0.353	0.431236581057	19	1608
14656	0.353	0.431236581057	19	4188
14893	0.353	0.431236581057	19	1611
15174	0.353	0.431236581057	18	957
15271	0.353	0.431236581057	18	1401
15951	0.353	0.431236581057	19	1572
17335	0.353	0.431236581057	18	567
19602	0.353	0.431236581057	13	696
13981	0.354	0.431988597801	19	2142
15346	0.354	0.431988597801	19	1101
16454	0.354	0.431988597801	19	6645
16524	0.354	0.431988597801	19	4608
16628	0.354	0.431988597801	19	1554
16736	0.354	0.431988597801	19	1803
17380	0.354	0.431988597801	18	813
17968	0.354	0.431988597801	16	1338
10496	0.355	0.432621661922	13	2691
11313	0.355	0.432621661922	17	1455
12193	0.355	0.432621661922	19	1269
12815	0.355	0.432621661922	19	3042
13367	0.355	0.432621661922	19	1803
13435	0.355	0.432621661922	19	2919
15004	0.355	0.432621661922	19	2013
15670	0.355	0.432621661922	17	693
16654	0.355	0.432621661922	19	1563
19227	0.355	0.432621661922	15	678
12691	0.356	0.433370345295	19	591
12793	0.356	0.433370345295	19	3411
13947	0.356	0.433370345295	18	1326
14670	0.356	0.433370345295	19	1596
14877	0.356	0.433370345295	19	651
15137	0.356	0.433370345295	19	1863
18693	0.356	0.433370345295	17	1785
19699	0.356	0.433370345295	11	1386
11042	0.357	0.433531000946	17	2133
11643	0.357	0.433531000946	17	597
12000	0.357	0.433531000946	18	1701
12068	0.357	0.433531000946	18	7194
13157	0.357	0.433531000946	18	786
13525	0.357	0.433531000946	19	4383
13547	0.357	0.433531000946	19	2655
14240	0.357	0.433531000946	16	1545
14274	0.357	0.433531000946	19	2853
15614	0.357	0.433531000946	19	918
15659	0.357	0.433531000946	19	621
16229	0.357	0.433531000946	16	342
16741	0.357	0.433531000946	19	1413
17572	0.357	0.433531000946	18	708
17702	0.357	0.433531000946	18	360
17970	0.357	0.433531000946	18	1113
18178	0.357	0.433531000946	18	4413
19265	0.357	0.433531000946	15	435
10887	0.358	0.434100350688	15	3792
11894	0.358	0.434100350688	16	879
12125	0.358	0.434100350688	18	807
12160	0.358	0.434100350688	19	4647
12211	0.358	0.434100350688	18	1638
13185	0.358	0.434100350688	19	4530
14381	0.358	0.434100350688	19	1896
15471	0.358	0.434100350688	16	1005
16317	0.358	0.434100350688	19	1485
18199	0.358	0.434100350688	10	306
18875	0.358	0.434100350688	15	372
10695	0.359	0.434668013468	10	1392
11567	0.359	0.434668013468	18	2985
11868	0.359	0.434668013468	16	825
11966	0.359	0.434668013468	18	765
12326	0.359	0.434668013468	18	921
14565	0.359	0.434668013468	19	1875
15617	0.359	0.434668013468	19	6711
15718	0.359	0.434668013468	19	1926
15907	0.359	0.434668013468	19	540
17675	0.359	0.434668013468	17	1245
17972	0.359	0.434668013468	13	2544
12033	0.36	0.435	18	2565
13131	0.36	0.435	17	2790
13339	0.36	0.435	18	465
14455	0.36	0.435	19	2331
14666	0.36	0.435	19	4002
14697	0.36	0.435	18	6192
15282	0.36	0.435	19	4095
15650	0.36	0.435	19	2454
16188	0.36	0.435	19	3489
16700	0.36	0.435	19	2760
16789	0.36	0.435	19	1497
17214	0.36	0.435	16	3363
17292	0.36	0.435	17	3015
17754	0.36	0.435	18	957
18733	0.36	0.435	16	438
12718	0.361	0.435681299503	19	2280
12824	0.361	0.435681299503	19	4344
12952	0.361	0.435681299503	19	3519
14441	0.361	0.435681299503	19	1539
16421	0.361	0.435681299503	19	5037
16503	0.361	0.435681299503	19	780
17211	0.361	0.435681299503	18	1947
18327	0.361	0.435681299503	17	957
18730	0.361	0.435681299503	16	1158
11245	0.362	0.436243967828	17	2625
11792	0.362	0.436243967828	17	2391
13787	0.362	0.436243967828	18	2508
14292	0.362	0.436243967828	19	1803
14884	0.362	0.436243967828	19	1395
15151	0.362	0.436243967828	19	1467
15844	0.362	0.436243967828	19	4698
16806	0.362	0.436243967828	19	1773
17260	0.362	0.436243967828	18	3621
19388	0.362	0.436243967828	10	1068
19698	0.362	0.436243967828	10	333
11265	0.363	0.436921944035	19	2997
14045	0.363	0.436921944035	19	1671
14573	0.363	0.436921944035	19	3369
15393	0.363	0.436921944035	18	8028
16475	0.363	0.436921944035	19	1251
18096	0.363	0.436921944035	18	729
18906	0.363	0.436921944035	16	786
18907	0.363	0.436921944035	16	756
19729	0.363	0.436921944035	11	372
10316	0.364	0.43765681423	16	5355
10734	0.364	0.43765681423	18	4488
10875	0.364	0.43765681423	17	4395
13181	0.364	0.43765681423	19	954
14213	0.364	0.43765681423	17	753
16721	0.364	0.43765681423	15	1422
18005	0.364	0.43765681423	18	882
19034	0.364	0.43765681423	16	1470
10743	0.365	0.438273006545	14	1383
11000	0.365	0.438273006545	16	6300
11232	0.365	0.438273006545	18	2253
14085	0.365	0.438273006545	19	1446
14813	0.365	0.438273006545	19	831
15276	0.365	0.438273006545	19	798
15462	0.365	0.438273006545	19	1047
15596	0.365	0.438273006545	18	1080
15683	0.365	0.438273006545	19	4617
16201	0.365	0.438273006545	19	2070
11304	0.366	0.438946104589	17	1140
11504	0.366	0.438946104589	15	735
11928	0.366	0.438946104589	18	2277
12003	0.366	0.438946104589	14	1032
12028	0.366	0.438946104589	18	918
14022	0.366	0.438946104589	19	594
14841	0.366	0.438946104589	19	2814
18369	0.366	0.438946104589	17	3393
19599	0.366	0.438946104589	11	444
10414	0.367	0.439559019451	15	2985
11286	0.367	0.439559019451	18	2241
12541	0.367	0.439559019451	19	2403
12922	0.367	0.439559019451	19	6486
14114	0.367	0.439559019451	19	2058
16226	0.367	0.439559019451	19	681
16287	0.367	0.439559019451	19	1410
17809	0.367	0.439559019451	18	1680
18111	0.367	0.439559019451	18	2232
18627	0.367	0.439559019451	15	2235
10681	0.368	0.44005320564	9	3111
11200	0.368	0.44005320564	17	1248
11890	0.368	0.44005320564	18	2796
13033	0.368	0.44005320564	19	2298
13134	0.368	0.44005320564	19	1020
14613	0.368	0.44005320564	18	3678
14975	0.368	0.44005320564	19	741
16125	0.368	0.44005320564	19	2619
17134	0.368	0.44005320564	17	717
18315	0.368	0.44005320564	17	945
18437	0.368	0.44005320564	17	1629
18903	0.368	0.44005320564	14	345
10582	0.369	0.440955735744	11	990
12616	0.369	0.440955735744	19	1983
13791	0.369	0.440955735744	18	822
16054	0.369	0.440955735744	19	5409
19289	0.369	0.440955735744	15	1707
12948	0.37	0.441388004246	15	2157
15149	0.37	0.441388004246	19	1296
15805	0.37	0.441388004246	19	1500
16116	0.37	0.441388004246	19	813
16303	0.37	0.441388004246	19	2004
16415	0.37	0.441388004246	19	1551
16695	0.37	0.441388004246	19	5871
17400	0.37	0.441388004246	18	336
18092	0.37	0.441388004246	16	627
18172	0.37	0.441388004246	18	564
18877	0.37	0.441388004246	15	1005
18878	0.37	0.441388004246	16	1554
19206	0.37	0.441388004246	15	2301
10863	0.371	0.441994434137	16	2202
11202	0.371	0.441994434137	17	1164
11411	0.371	0.441994434137	18	1125
11940	0.371	0.441994434137	18	543
14502	0.371	0.441994434137	18	1377
16530	0.371	0.441994434137	19	2766
16752	0.371	0.441994434137	19	1806
17902	0.371	0.441994434137	18	441
18352	0.371	0.441994434137	17	774
19349	0.371	0.441994434137	13	516
10710	0.372	0.442657842488	12	801
11992	0.372	0.442657842488	18	3390
12982	0.372	0.442657842488	19	1179
13384	0.372	0.442657842488	19	1614
14069	0.372	0.442657842488	19	765
15204	0.372	0.442657842488	19	2328
15551	0.372	0.442657842488	19	1890
15915	0.372	0.442657842488	19	1224
17554	0.372	0.442657842488	18	1167
13304	0.373	0.443085359408	19	879
13489	0.373	0.443085359408	18	2649
14007	0.373	0.443085359408	17	1611
14100	0.373	0.443085359408	18	1713
14260	0.373	0.443085359408	18	2043
15238	0.373	0.443085359408	18	3069
15272	0.373	0.443085359408	19	1350
15398	0.373	0.443085359408	19	1482
15711	0.373	0.443085359408	19	2214
16348	0.373	0.443085359408	19	4101
16528	0.373	0.443085359408	17	1521
17515	0.373	0.443085359408	18	894
17553	0.373	0.443085359408	18	675
10943	0.374	0.443745545731	11	2508
11070	0.374	0.443745545731	16	3501
12482	0.374	0.443745545731	19	1155
13257	0.374	0.443745545731	17	441
13995	0.374	0.443745545731	18	1386
14222	0.374	0.443745545731	19	3132
15458	0.374	0.443745545731	18	6912
16021	0.374	0.443745545731	17	2154
16846	0.374	0.443745545731	16	795
12918	0.375	0.444579981538	19	2730
12962	0.375	0.444579981538	19	2070
13171	0.375	0.444579981538	19	1371
13584	0.375	0.444579981538	19	1974
17633	0.375	0.444579981538	17	1125
17960	0.375	0.444579981538	17	1347
10870	0.376	0.445237091675	17	4728
12149	0.376	0.445237091675	18	2184
13234	0.376	0.445237091675	19	2250
14251	0.376	0.445237091675	19	2460
15958	0.376	0.445237091675	19	909
17002	0.376	0.445237091675	15	3255
18099	0.376	0.445237091675	18	1392
18676	0.376	0.445237091675	17	645
18690	0.376	0.445237091675	17	1587
13190	0.377	0.446010001316	16	2868
15716	0.377	0.446010001316	19	783
16630	0.377	0.446010001316	19	417
16657	0.377	0.446010001316	19	603
16707	0.377	0.446010001316	19	2886
17293	0.377	0.446010001316	18	2214
18825	0.377	0.446010001316	16	693
11560	0.378	0.446487977927	18	3987
12682	0.378	0.446487977927	19	1293
12714	0.378	0.446487977927	19	1722
14206	0.378	0.446487977927	19	1155
15637	0.378	0.446487977927	19	873
16578	0.378	0.446487977927	19	729
17029	0.378	0.446487977927	18	861
17767	0.378	0.446487977927	17	975
17837	0.378	0.446487977927	16	777
17889	0.378	0.446487977927	18	390
18145	0.378	0.446487977927	15	708
18339	0.378	0.446487977927	17	942
12678	0.379	0.447316528817	19	450
13319	0.379	0.447316528817	19	756
14170	0.379	0.447316528817	18	1965
15628	0.379	0.447316528817	19	4656
16272	0.379	0.447316528817	18	2058
18564	0.379	0.447316528817	17	1095
10506	0.38	0.447791322585	19	2829
10700	0.38	0.447791322585	12	2781
11707	0.38	0.447791322585	19	3387
12475	0.38	0.447791322585	19	828
14674	0.38	0.447791322585	19	1167
14928	0.38	0.447791322585	19	1068
15253	0.38	0.447791322585	19	1032
15914	0.38	0.447791322585	18	3300
16416	0.38	0.447791322585	19	2700
16637	0.38	0.447791322585	19	378
18489	0.38	0.447791322585	14	429
18795	0.38	0.447791322585	14	504
13013	0.381	0.448616895874	18	4479
13295	0.381	0.448616895874	18	2475
14375	0.381	0.448616895874	19	1122
17033	0.381	0.448616895874	18	1053
18471	0.381	0.448616895874	17	780
18482	0.381	0.448616895874	17	957
11024	0.382	0.449264782836	15	4788
12872	0.382	0.449264782836	19	405
13878	0.382	0.449264782836	19	1611
14970	0.382	0.449264782836	19	963
15969	0.382	0.449264782836	19	2034
17243	0.382	0.449264782836	18	615
17582	0.382	0.449264782836	18	1413
17779	0.382	0.449264782836	17	1839
19731	0.382	0.449264782836	12	1629
10482	0.383	0.450146424369	18	2754
11582	0.383	0.450146424369	19	3222
12115	0.383	0.450146424369	18	669
14092	0.383	0.450146424369	19	2154
18769	0.383	0.450146424369	16	408
11260	0.384	0.450850202429	18	2211
12490	0.384	0.450850202429	17	1287
13143	0.384	0.450850202429	19	2781
13918	0.384	0.450850202429	19	1044
15429	0.384	0.450850202429	19	1662
16045	0.384	0.450850202429	19	1233
17491	0.384	0.450850202429	18	627
18997	0.384	0.450850202429	16	1749
11345	0.385	0.451670364087	19	3042
12378	0.385	0.451670364087	18	1845
13213	0.385	0.451670364087	19	2541
14790	0.385	0.451670364087	17	1425
18606	0.385	0.451670364087	16	405
18905	0.385	0.451670364087	10	1332
11166	0.386	0.452076602397	17	3390
11349	0.386	0.452076602397	18	4371
12690	0.386	0.452076602397	19	1242
13303	0.386	0.452076602397	19	2775
13507	0.386	0.452076602397	19	1107
15228	0.386	0.452076602397	19	1404
15702	0.386	0.452076602397	18	1107
16273	0.386	0.452076602397	19	1641
17500	0.386	0.452076602397	18	4242
18579	0.386	0.452076602397	17	807
18909	0.386	0.452076602397	16	522
19282	0.386	0.452076602397	14	600
20046	0.386	0.452076602397	10	1695
10613	0.387	0.452658079625	18	2301
10707	0.387	0.452658079625	17	1533
11554	0.387	0.452658079625	18	1530
12959	0.387	0.452658079625	18	2538
13583	0.387	0.452658079625	18	2076
13898	0.387	0.452658079625	19	348
17080	0.387	0.452658079625	16	2709
17868	0.387	0.452658079625	18	1122
19095	0.387	0.452658079625	16	522
19332	0.387	0.452658079625	15	975
11892	0.388	0.453414792669	17	1128
11938	0.388	0.453414792669	17	2412
12741	0.388	0.453414792669	19	1035
13156	0.388	0.453414792669	18	1554
13862	0.388	0.453414792669	19	1266
18615	0.388	0.453414792669	17	789
19196	0.388	0.453414792669	13	1191
11280	0.389	0.453698754541	19	864
11655	0.389	0.453698754541	18	2205
13559	0.389	0.453698754541	19	1128
13570	0.389	0.453698754541	19	1032
13604	0.389	0.453698754541	19	876
13826	0.389	0.453698754541	19	3375
13864	0.389	0.453698754541	19	1731
14155	0.389	0.453698754541	17	2037
14407	0.389	0.453698754541	19	3543
15427	0.389	0.453698754541	19	792
16110	0.389	0.453698754541	19	4455
17205	0.389	0.453698754541	18	984
17584	0.389	0.453698754541	18	975
19506	0.389	0.453698754541	14	471
19937	0.389	0.453698754541	10	561
11015	0.39	0.454334585979	17	1056
12668	0.39	0.454334585979	19	3186
13192	0.39	0.454334585979	19	306
13799	0.39	0.454334585979	19	933
13853	0.39	0.454334585979	17	2310
14295	0.39	0.454334585979	19	2730
15695	0.39	0.454334585979	19	2331
17381	0.39	0.454334585979	15	993
19941	0.39	0.454334585979	11	579
13025	0.391	0.45508674262	19	3516
13549	0.391	0.45508674262	19	6840
15843	0.391	0.45508674262	19	1635
15898	0.391	0.45508674262	18	1446
16749	0.391	0.45508674262	18	960
17509	0.391	0.45508674262	18	1263
18271	0.391	0.45508674262	16	1569
11677	0.392	0.455542916236	17	1335
12763	0.392	0.455542916236	19	2376
13330	0.392	0.455542916236	19	894
14336	0.392	0.455542916236	19	2190
14712	0.392	0.455542916236	19	2727
14787	0.392	0.455542916236	19	4158
15098	0.392	0.455542916236	19	3741
17978	0.392	0.455542916236	18	918
18143	0.392	0.455542916236	18	4137
18281	0.392	0.455542916236	17	1383
19228	0.392	0.455542916236	15	906
19421	0.392	0.455542916236	12	1788
12227	0.393	0.456174306004	18	2535
12576	0.393	0.456174306004	19	1455
12860	0.393	0.456174306004	19	1518
13654	0.393	0.456174306004	14	1092
13755	0.393	0.456174306004	19	1257
14982	0.393	0.456174306004	19	4425
16086	0.393	0.456174306004	15	1911
16394	0.393	0.456174306004	19	4488
19260	0.393	0.456174306004	13	846
10381	0.394	0.456922084623	18	4107
10971	0.394	0.456922084623	15	4083
12730	0.394	0.456922084623	19	3438
13745	0.394	0.456922084623	19	786
15324	0.394	0.456922084623	12	4737
15978	0.394	0.456922084623	18	5052
17427	0.394	0.456922084623	18	2031
10364	0.395	0.457786515405	16	14874
11153	0.395	0.457786515405	18	2469
15729	0.395	0.457786515405	16	5136
17057	0.395	0.457786515405	18	951
18171	0.395	0.457786515405	18	2463
10697	0.396	0.458649832517	18	3378
13361	0.396	0.458649832517	19	1977
13932	0.396	0.458649832517	19	2151
14325	0.396	0.458649832517	19	1782
14688	0.396	0.458649832517	19	1497
11583	0.397	0.459275511517	16	2439
16362	0.397	0.459275511517	19	1566
17118	0.397	0.459275511517	17	342
18046	0.397	0.459275511517	15	1290
18502	0.397	0.459275511517	15	426
19048	0.397	0.459275511517	16	1233
19392	0.397	0.459275511517	15	720
19866	0.397	0.459275511517	10	504
20013	0.397	0.459275511517	10	627
10361	0.398	0.459899742931	16	1278
10601	0.398	0.459899742931	18	3945
10925	0.398	0.459899742931	17	3189
14154	0.398	0.459899742931	17	861
15032	0.398	0.459899742931	19	960
15217	0.398	0.459899742931	19	1689
16556	0.398	0.459899742931	19	1458
18138	0.398	0.459899742931	14	363
18269	0.398	0.459899742931	17	2472
11917	0.399	0.460581664099	19	4218
12043	0.399	0.460581664099	13	300
13553	0.399	0.460581664099	17	3864
13687	0.399	0.460581664099	18	4863
15444	0.399	0.460581664099	18	417
16390	0.399	0.460581664099	19	2499
17061	0.399	0.460581664099	18	2172
18609	0.399	0.460581664099	17	729
11092	0.4	0.461025641026	18	4926
11284	0.4	0.461025641026	17	714
11337	0.4	0.461025641026	19	8646
14320	0.4	0.461025641026	19	1875
15372	0.4	0.461025641026	19	654
15414	0.4	0.461025641026	19	6387
15931	0.4	0.461025641026	19	1725
16291	0.4	0.461025641026	19	3084
17227	0.4	0.461025641026	17	972
17524	0.4	0.461025641026	18	642
18540	0.4	0.461025641026	16	489
18725	0.4	0.461025641026	17	483
13417	0.401	0.461763801716	19	1074
14076	0.401	0.461763801716	19	855
14103	0.401	0.461763801716	19	3744
15678	0.401	0.461763801716	19	3507
16816	0.401	0.461763801716	19	1155
17048	0.401	0.461763801716	18	2670
18262	0.401	0.461763801716	12	1260
10953	0.402	0.462382292733	15	3729
11887	0.402	0.462382292733	18	831
12719	0.402	0.462382292733	19	648
13510	0.402	0.462382292733	19	3915
16964	0.402	0.462382292733	18	1830
17923	0.402	0.462382292733	17	744
17935	0.402	0.462382292733	18	1344
18194	0.402	0.462382292733	17	1698
18595	0.402	0.462382292733	15	1656
11022	0.403	0.462999361022	18	4968
11675	0.403	0.462999361022	18	1662
13201	0.403	0.462999361022	19	1065
13385	0.403	0.462999361022	18	2799
13841	0.403	0.462999361022	19	2178
13897	0.403	0.462999361022	19	759
17713	0.403	0.462999361022	16	744
17986	0.403	0.462999361022	18	621
19195	0.403	0.462999361022	15	1308
10363	0.404	0.46373340143	18	3567
12938	0.404	0.46373340143	19	1497
14501	0.404	0.46373340143	19	1410
14513	0.404	0.46373340143	19	615
14786	0.404	0.46373340143	19	1947
15350	0.404	0.46373340143	19	1575
17203	0.404	0.46373340143	16	2994
10789	0.405	0.464170066293	15	2313
11373	0.405	0.464170066293	19	4299
11692	0.405	0.464170066293	18	3858
12861	0.405	0.464170066293	19	2343
13856	0.405	0.464170066293	18	1290
14549	0.405	0.464170066293	19	657
15122	0.405	0.464170066293	15	1647
15455	0.405	0.464170066293	17	2469
17356	0.405	0.464170066293	12	1584
17631	0.405	0.464170066293	16	774
17677	0.405	0.464170066293	18	390
18001	0.405	0.464170066293	17	1143
10718	0.406	0.464723707665	14	1395
11680	0.406	0.464723707665	19	2271
12206	0.406	0.464723707665	18	1803
15514	0.406	0.464723707665	19	573
16058	0.406	0.464723707665	19	2733
16902	0.406	0.464723707665	18	2559
16993	0.406	0.464723707665	18	627
17588	0.406	0.464723707665	17	3930
18974	0.406	0.464723707665	15	369
19191	0.406	0.464723707665	15	471
11320	0.407	0.465275940997	17	819
11987	0.407	0.465275940997	16	1299
12181	0.407	0.465275940997	18	1368
14463	0.407	0.465275940997	19	1584
15775	0.407	0.465275940997	18	3807
16090	0.407	0.465275940997	19	723
16307	0.407	0.465275940997	18	1005
16880	0.407	0.465275940997	19	597
17561	0.407	0.465275940997	18	2016
18404	0.407	0.465275940997	12	561
10457	0.408	0.466063532402	19	3948
11573	0.408	0.466063532402	18	4245
12300	0.408	0.466063532402	18	1308
13375	0.408	0.466063532402	19	456
19134	0.408	0.466063532402	14	429
19868	0.408	0.466063532402	10	333
11191	0.409	0.466672166519	17	1170
12620	0.409	0.466672166519	19	5559
13399	0.409	0.466672166519	19	5181
14265	0.409	0.466672166519	19	1614
16812	0.409	0.466672166519	19	4506
16978	0.409	0.466672166519	18	597
17054	0.409	0.466672166519	17	339
19202	0.409	0.466672166519	15	2442
19324	0.409	0.466672166519	13	372
11855	0.41	0.467397920365	18	1215
13081	0.41	0.467397920365	17	1029
13702	0.41	0.467397920365	17	1506
13916	0.41	0.467397920365	19	1545
16368	0.41	0.467397920365	19	3354
16534	0.41	0.467397920365	13	336
18588	0.41	0.467397920365	17	1089
11167	0.411	0.468003799873	16	750
14107	0.411	0.468003799873	19	1596
14705	0.411	0.468003799873	19	702
14858	0.411	0.468003799873	19	603
15737	0.411	0.468003799873	19	1782
17998	0.411	0.468003799873	17	1755
18020	0.411	0.468003799873	18	891
18729	0.411	0.468003799873	16	1062
19161	0.411	0.468003799873	16	1194
10507	0.412	0.468608299595	9	1092
11998	0.412	0.468608299595	16	1194
12801	0.412	0.468608299595	19	876
13514	0.412	0.468608299595	19	1041
13902	0.412	0.468608299595	19	1749
14371	0.412	0.468608299595	19	4506
14941	0.412	0.468608299595	19	1578
16378	0.412	0.468608299595	19	1338
17810	0.412	0.468608299595	18	804
11576	0.413	0.469270728008	18	16032
13786	0.413	0.469270728008	18	1614
14230	0.413	0.469270728008	19	1656
15522	0.413	0.469270728008	19	2046
17143	0.413	0.469270728008	17	3123
17150	0.413	0.469270728008	18	693
17586	0.413	0.469270728008	17	2592
19028	0.413	0.469270728008	16	1605
13946	0.414	0.469872490847	19	1983
14050	0.414	0.469872490847	12	1449
14149	0.414	0.469872490847	16	1569
15597	0.414	0.469872490847	19	2025
15933	0.414	0.469872490847	18	3381
15957	0.414	0.469872490847	19	429
16495	0.414	0.469872490847	19	825
16717	0.414	0.469872490847	19	2937
18978	0.414	0.469872490847	16	1881
10598	0.415	0.470650939826	18	2973
12005	0.415	0.470650939826	14	1872
13061	0.415	0.470650939826	19	2463
13867	0.415	0.470650939826	19	2640
14019	0.415	0.470650939826	19	1098
15725	0.415	0.470650939826	19	1824
11333	0.416	0.471368792538	18	3738
12810	0.416	0.471368792538	19	1053
13871	0.416	0.471368792538	19	1350
14912	0.416	0.471368792538	18	723
15703	0.416	0.471368792538	19	813
18372	0.416	0.471368792538	16	774
18477	0.416	0.471368792538	15	891
11130	0.417	0.472025938051	18	1404
13517	0.417	0.472025938051	16	3543
16008	0.417	0.472025938051	19	1389
16619	0.417	0.472025938051	19	1266
17116	0.417	0.472025938051	18	1053
17681	0.417	0.472025938051	18	864
17996	0.417	0.472025938051	18	1482
18630	0.417	0.472025938051	17	681
12039	0.418	0.472741225311	18	1410
13443	0.418	0.472741225311	18	1608
14254	0.418	0.472741225311	19	6039
14798	0.418	0.472741225311	19	1977
16489	0.418	0.472741225311	18	678
16958	0.418	0.472741225311	16	891
19777	0.418	0.472741225311	12	882
10349	0.419	0.473395752168	16	6141
11249	0.419	0.473395752168	19	2214
12791	0.419	0.473395752168	18	2811
17529	0.419	0.473395752168	18	837
18189	0.419	0.473395752168	18	2172
18366	0.419	0.473395752168	17	1974
19232	0.419	0.473395752168	14	774
19372	0.419	0.473395752168	15	1149
11654	0.42	0.474048964218	18	4206
13232	0.42	0.474048964218	19	2379
13245	0.42	0.474048964218	19	2382
15415	0.42	0.474048964218	19	1152
16864	0.42	0.474048964218	19	1953
17776	0.42	0.474048964218	18	669
18746	0.42	0.474048964218	16	432
19648	0.42	0.474048964218	11	1080
11365	0.421	0.47476041144	18	1548
12495	0.421	0.47476041144	19	1077
13952	0.421	0.47476041144	19	2163
14880	0.421	0.47476041144	19	1941
15091	0.421	0.47476041144	19	765
16541	0.421	0.47476041144	18	1851
16565	0.421	0.47476041144	19	681
11400	0.422	0.475589820735	18	3003
13256	0.422	0.475589820735	19	1827
13348	0.422	0.475589820735	19	1131
14056	0.422	0.475589820735	19	3459
19808	0.422	0.475589820735	11	1041
10871	0.423	0.476298847695	18	1878
11490	0.423	0.476298847695	9	645
11624	0.423	0.476298847695	19	4446
11719	0.423	0.476298847695	17	3255
11733	0.423	0.476298847695	18	1176
15322	0.423	0.476298847695	19	2550
19326	0.423	0.476298847695	14	651
11343	0.424	0.476946946947	18	1395
14702	0.424	0.476946946947	19	2370
15064	0.424	0.476946946947	19	1875
16183	0.424	0.476946946947	19	1779
16875	0.424	0.476946946947	19	7095
16923	0.424	0.476946946947	15	831
17459	0.424	0.476946946947	18	1317
19449	0.424	0.476946946947	11	369
13224	0.425	0.477832666333	12	1689
13962	0.425	0.477832666333	19	3192
16638	0.425	0.477832666333	19	3267
19413	0.425	0.477832666333	13	318
12527	0.426	0.478597850537	18	1716
12654	0.426	0.478597850537	19	2946
14791	0.426	0.478597850537	19	2400
17652	0.426	0.478597850537	16	1449
17991	0.426	0.478597850537	18	2613
18618	0.426	0.478597850537	13	1554
11454	0.427	0.479062772994	18	4749
13515	0.427	0.479062772994	19	693
13727	0.427	0.479062772994	19	1536
14077	0.427	0.479062772994	14	945
14680	0.427	0.479062772994	18	2736
16298	0.427	0.479062772994	19	423
16357	0.427	0.479062772994	19	2034
16360	0.427	0.479062772994	19	2823
16629	0.427	0.479062772994	19	909
17695	0.427	0.479062772994	18	411
18503	0.427	0.479062772994	15	558
12566	0.428	0.479885258169	19	3864
14965	0.428	0.479885258169	19	2667
15118	0.428	0.479885258169	19	648
16084	0.428	0.479885258169	17	426
19660	0.428	0.479885258169	13	339
11301	0.429	0.480646809571	17	831
11555	0.429	0.480646809571	19	2610
12200	0.429	0.480646809571	18	2367
13873	0.429	0.480646809571	19	2838
14064	0.429	0.480646809571	19	1335
15728	0.429	0.480646809571	18	1242
11020	0.43	0.481467181467	19	8064
11416	0.43	0.481467181467	17	933
12994	0.43	0.481467181467	19	2499
15519	0.43	0.481467181467	17	1422
17084	0.43	0.481467181467	18	813
12588	0.431	0.482226509023	19	2880
13961	0.431	0.482226509023	19	2859
14517	0.431	0.482226509023	19	2145
15949	0.431	0.482226509023	19	2529
17310	0.431	0.482226509023	18	1002
18182	0.431	0.482226509023	16	867
10594	0.432	0.482684563758	17	2061
11209	0.432	0.482684563758	14	876
11330	0.432	0.482684563758	17	2433
11736	0.432	0.482684563758	18	2226
14351	0.432	0.482684563758	19	4821
14415	0.432	0.482684563758	18	2163
16358	0.432	0.482684563758	19	1980
16664	0.432	0.482684563758	19	1083
17658	0.432	0.482684563758	18	1554
19026	0.432	0.482684563758	16	2265
19383	0.432	0.482684563758	15	1581
12056	0.433	0.483381348566	19	1497
13429	0.433	0.483381348566	18	3324
13766	0.433	0.483381348566	15	1431
13972	0.433	0.483381348566	19	540
16442	0.433	0.483381348566	18	3807
18896	0.433	0.483381348566	16	2022
19178	0.433	0.483381348566	16	3207
11791	0.434	0.484317279047	19	1866
12344	0.434	0.484317279047	18	1572
16324	0.434	0.484317279047	19	708
12002	0.435	0.48489150651	18	1482
12863	0.435	0.48489150651	19	3636
13037	0.435	0.48489150651	19	2820
13115	0.435	0.48489150651	18	525
14192	0.435	0.48489150651	19	1944
17105	0.435	0.48489150651	18	810
17111	0.435	0.48489150651	18	825
17239	0.435	0.48489150651	17	1110
19008	0.435	0.48489150651	16	657
12804	0.436	0.485705080545	19	1002
16142	0.436	0.485705080545	19	2973
16283	0.436	0.485705080545	19	2334
18576	0.436	0.485705080545	17	375
19304	0.436	0.485705080545	13	465
10836	0.437	0.486517647059	10	1860
