OG_15993	NOL11
OG_14733	SSRG
OG_14735	BAP1
OG_14736	ODP2
OG_14737	RDHE2
OG_10438	CPEB2
OG_10432	ESRRB|autism_4
OG_10437	CD5R1|neuro
OG_10436	ZGPAT
OG_16778	ARHGA
OG_16779	CREB1
OG_16777	IMPA3
OG_16774	SND1|autism_4
OG_16775	PLPP6
OG_16772	NCOA5
OG_16773	GATB
OG_19128	SMBT2
OG_15643	PIEZ2
OG_18453	RT28
OG_18452	ACYP1
OG_15641	WTIP
OG_15647	EOGT
OG_15313	CPN2
OG_18459	GPAA1
OG_15312	PRLD1
OG_12444	PIGH
OG_12113	TBC1D7|autism_0
OG_14011	CCD65
OG_12447	MZT1
OG_14010	TMX3
OG_14013	MED13L|autism_2
OG_14012	ABT1
OG_12114	NAGK
OG_14015	NPRL2
OG_12115	GLRX3
OG_11534	EVX2
OG_11905	PDE5A
OG_11907	ZC3H3
OG_11900	TTC27
OG_14017	PDCD5
OG_11902	CINP
OG_14016	SYEM
OG_11908	WASC5
OG_11909	PRSS8
OG_14018	DTWD1
OG_13858	PKHH1|neuro
OG_13859	THADA
OG_13850	GDE1
OG_13851	PO3F4|neuro
OG_13852	RSPH3
OG_13854	SRRM1
OG_13855	MD2L1
OG_13856	RPC4
OG_13857	NAA20
OG_12459	TAF1L|autism_6
OG_12458	VPS8
OG_12457	BTAF1|autism_6
OG_12107	RAB32
OG_12101	ACOC
OG_12100	WDR60
OG_18178	GON4L
OG_18423	RRFM
OG_14855	ATPF2
OG_14856	MOT5
OG_14851	MYRF|neuro
OG_14853	CISY
OG_14859	SIDT1
OG_14858	DHSD
OG_19760	ORAV1
OG_19768	TMA7
OG_15100	MFSD6
OG_15101	RM02
OG_15102	DOCK1|autism_4
OG_15103	EGR3
OG_15104	ADARB1|autism_0
OG_15105	MCC|autism_0
OG_15458	BAZ2B
OG_15459	PI51A
OG_15108	DOK2
OG_15457	TIM10
OG_15452	DMAP1
OG_15453	HDGF
OG_15450	CSPG4
OG_15451	BMPR2
OG_11751	ATS9
OG_14502	TIM44
OG_14501	UAP1
OG_14500	VPS50
OG_11755	UBX11
OG_11754	IPMK
OG_14505	CDC6
OG_11759	SMS1
OG_11758	ELOB
OG_14509	MPPE1
OG_14508	NGDN
OG_19106	ATG3
OG_19102	DMAC1
OG_19103	PLIN2
OG_18895	THAP4
OG_18897	EFHC2
OG_18896	SYRC
OG_18890	TASP1
OG_16909	SWT1
OG_16908	TAF4
OG_16900	ODFP2
OG_16903	PHYD1
OG_16905	FOXC2
OG_16904	MUT7
OG_16906	IPO4
OG_17369	CT085
OG_17362	NAA50
OG_17363	DERL1
OG_17360	RIDA
OG_17361	PGES2
OG_11722	NKAI2|neuro
OG_17364	CP052
OG_16586	UBL4A
OG_18470	CHSTB
OG_11723	DCMC
OG_18174	STX17
OG_19318	RS27
OG_16019	ERP44
OG_16018	GFRA1
OG_16013	TMF1
OG_16011	BUD31
OG_16010	PSMD12|autism_S
OG_16017	GNL3L
OG_16016	METRL
OG_16015	ERN2
OG_16014	CFA52
OG_13623	TSAP1
OG_13190	BMAL1
OG_13621	RT24
OG_13627	GET4
OG_13626	LIMS2
OG_13624	LLR1
OG_13199	PHF14
OG_13629	ZFHX4
OG_13628	METL9
OG_12866	TPC11
OG_12867	PESC
OG_12864	OXSM
OG_12865	SEHL2
OG_12862	UBAP1
OG_12863	TAF2
OG_12860	ADORA2A|autism_4
OG_12861	NSMA3
OG_12868	PELO
OG_12869	SF3B1
OG_15661	DYR
OG_15665	NTAQ1
OG_15664	CDK6
OG_15667	ADAT3
OG_15666	DUT
OG_13998	PKRI1
OG_16504	GABRB3|autism_2|neuro
OG_13991	CSCL2
OG_13990	MSL2
OG_13992	ZN207
OG_13995	ODR4
OG_13994	PARL
OG_13997	RNF10
OG_13996	DGKE
OG_13447	WDR55
OG_13446	NSRP1
OG_13445	SOX6
OG_13444	MITD1
OG_13443	TCPB
OG_13441	U1SBP
OG_13440	RPC3
OG_13449	SP20H
OG_13448	NSMA
OG_16502	SSBP
OG_15599	WDR4
OG_15596	HYKK
OG_15595	RM34
OG_15594	MIER1
OG_15593	HEM0
OG_15592	RHOA
OG_15591	MAST2
OG_15590	CC14A
OG_14994	SYEP
OG_14995	GNPAT
OG_11106	MK15
OG_11107	GGH
OG_11100	EXO1
OG_11164	GFPT2
OG_11102	TDRD9
OG_12718	SPAST|autism_2
OG_12719	RS5
OG_14997	RM20
OG_19378	SAT2
OG_12710	GNA1
OG_11162	PRKDC|autism_4
OG_12712	ODBA
OG_12713	RM40
OG_12714	NAC3|neuro
OG_12715	FAN
OG_12716	MYO1D
OG_18352	GAS1
OG_18351	YRDC
OG_15849	ALX3
OG_14992	SAS10
OG_18354	TGON2
OG_15845	ATR
OG_15844	MMS22
OG_15847	R3HD1
OG_14993	TCPQ
OG_15841	PSB4
OG_15842	SIR5
OG_19315	RT09
OG_19314	ROGDI
OG_19317	CNPY2
OG_11184	PCBP3
OG_11185	EMX2
OG_11748	FLNB
OG_18712	NKX22|neuro
OG_14518	MIO
OG_17999	CUTA
OG_17998	E2AK1
OG_17629	TERT|autism_5
OG_14519	HERC4
OG_17624	MP2K3
OG_17623	MTX1
OG_17622	ZNHI3
OG_16570	CDC73
OG_16571	AF10
OG_16573	INT5
OG_16574	MANBL
OG_16575	ARP8
OG_16576	ABCG5
OG_16578	GEMI2
OG_16579	RNH2A
OG_13259	CRIP1
OG_13256	MELK
OG_14718	STON2
OG_14717	TBCEL
OG_14714	EXOC2
OG_14715	CD11B
OG_14712	SMUF2
OG_14713	ACP7|neuro
OG_14710	MEPCE
OG_14711	NUPL2
OG_10415	NU205
OG_17199	TSSP
OG_17198	IF4E2
OG_16714	NLTP
OG_16715	SCC4
OG_16716	WDR1
OG_16717	E2AK3
OG_16710	NDUS7
OG_16711	UBP47
OG_16713	CAN7
OG_16718	NU155
OG_19906	TF2H5
OG_19901	AKA28
OG_19902	DPH2
OG_18716	LIN7B|autism_0
OG_18717	CABL1
OG_13292	EFMT1
OG_13293	FR1OP
OG_13291	RPC1
OG_13299	RFC1
OG_11343	CCNA2
OG_11346	TXN4A
OG_14490	BHE22|neuro
OG_14191	PDP1
OG_11929	FBX39
OG_14192	FBXW7
OG_11923	SPEE
OG_11920	GARL3
OG_11926	MED18
OG_11924	GAPR1
OG_13878	CFA53
OG_13874	TPP2
OG_13875	MRNIP
OG_13872	SULF1
OG_13873	EXTL3
OG_13870	DCUN1D1|autism_5
OG_13871	UXS1
OG_12474	GRHL1
OG_12476	RGS17
OG_12471	VATC1
OG_12470	ZFPL1
OG_12472	LRC49
OG_15701	PSMD7
OG_12479	EF2
OG_12478	VPS25
OG_17973	PDZD4|autism_5|neuro
OG_18802	GARE1
OG_19749	MBD5|autism_3
OG_15126	CHK1
OG_15127	SDC2|autism_4
OG_15124	OPN4|neuro
OG_15125	SF3A3
OG_15120	RHBT2
OG_15438	NKX32
OG_15128	EI2BD
OG_15129	ILF2|autism_2
OG_11737	TBRG1
OG_11736	ADA17
OG_11734	NCBP2
OG_11731	NDUB8
OG_11730	ALG12
OG_19127	RM17
OG_11739	ENOPH
OG_11738	CHRD1
OG_15901	AMT|autism_3
OG_14529	GP155
OG_14528	ATG4D
OG_14520	CLAT
OG_14522	MOT10
OG_14525	CTNND2|autism_2|neuro
OG_14524	GCDH
OG_14527	ERBIN|autism_2
OG_14526	MUSK
OG_18658	HAND2
OG_18657	SSR2|neuro
OG_18655	PSME3
OG_16969	USP9X
OG_16968	EIF2A
OG_16967	DNAJC19|autism_5
OG_16966	KPCE|neuro
OG_16964	ADAS
OG_16961	RBNS5
OG_16960	RAB1A
OG_20348	UBR3
OG_17380	T2FB
OG_17381	PRKX
OG_17383	PDIA6
OG_17386	GEMI7
OG_17387	RBM38
OG_17640	PR15A
OG_17646	RL27A
OG_16389	NRDC
OG_16388	RFX3
OG_18417	ADX
OG_16382	TYSY
OG_16381	TOLIP
OG_16380	EXOC8
OG_16387	DCA15
OG_16386	RWD2A
OG_16384	RPAC2
OG_18416	ETFR1
OG_16033	KLF15
OG_16032	CFA43
OG_16034	BNC2
OG_16039	F206A
OG_13600	CE120
OG_13603	RL1D1
OG_13604	ASCL1|neuro
OG_13607	PTPRB|autism_0
OG_13606	FMO4
OG_15609	DDX42
OG_15608	EIF2D
OG_15607	AGBL4|autism_4|neuro
OG_15606	PDIA3
OG_15604	SOCS5
OG_15603	GPAN1
OG_15602	DYNC1H1|autism_3
OG_15600	PORCN
OG_13468	FACD2
OG_13465	FXDC2
OG_13467	PB1
OG_13466	FRMD6
OG_13461	COX41
OG_13460	WDR26
OG_13463	CE350
OG_13462	TNG2
OG_19448	TC1D2
OG_18868	S2551
OG_18869	GEMI6
OG_12809	DNS2A
OG_12804	WDR5
OG_12806	DHB8
OG_12807	PLCA
OG_12801	VTA1
OG_12802	RBMS1
OG_14950	NGBR
OG_14951	WDFY3|autism_2
OG_11121	TBCK
OG_14954	NOA1
OG_14955	SELS
OG_14956	GMCL1
OG_19357	DNLI4
OG_16915	KCNA1|neuro
OG_19351	NOG2
OG_12738	FUCT1
OG_12739	TISB
OG_12737	FLII
OG_12734	S30BP
OG_12735	DJC17
OG_12732	SCYL1
OG_12733	OPA3
OG_12730	DDB1
OG_18404	SDHF4
OG_18400	TTLL1
OG_18408	VAMP4
OG_10433	MSH5
OG_10711	ASAH2
OG_10865	GRB14
OG_11386	SL9A3
OG_11387	NCAM2|neuro
OG_11384	KDM1A
OG_11382	CORIN
OG_11381	HELLS
OG_11388	MCAF1
OG_11389	TPD54
OG_10651	NCLX
OG_10657	RAD54
OG_17603	LRC23
OG_10654	STX1A|autism_0|neuro
OG_10659	TDRKH
OG_17609	KHK
OG_17608	CLP1L
OG_16556	RCC2
OG_16557	CALR
OG_16554	ZFN2B
OG_16555	RHG39
OG_16552	LIPP
OG_16551	EBP2
OG_18522	CC103
OG_14774	CEBPZ
OG_14775	SOS2
OG_14776	MBB1A
OG_14777	TIM22
OG_14770	ATTY
OG_14771	GRIP1|autism_2
OG_14772	SEPT2
OG_14773	UN45A
OG_14778	CDC7
OG_14779	CBX5
OG_10476	RSSA
OG_10475	CAMTA1|autism_5
OG_10473	CDK9
OG_10472	SLC24A2|autism_0|neuro
OG_10470	ETV5
OG_10478	ANKF1
OG_11401	CRUM1|neuro
OG_15679	BOREA
OG_18806	METL6
OG_19920	GEMI
OG_18804	RTF2
OG_11405	ZMAT2
OG_18805	WDR92
OG_11404	ATIF1
OG_11407	GMPPA
OG_11406	ELOV4|neuro
OG_11409	ACBD5
OG_11408	TF3C4
OG_15967	BIG3|neuro
OG_18251	HDAC2
OG_18250	RHG18
OG_16739	NUDC3
OG_16732	GRASP
OG_16736	UTP6
OG_16737	KC1E
OG_16734	AFG32
OG_16735	BAG2
OG_13814	B2CL1
OG_13816	SKI
OG_13810	EZH2
OG_13811	NDUA2
OG_13812	UB2Q2
OG_13818	DJC16
OG_13819	SPRE
OG_18734	CHCH1
OG_11503	RPC7L
OG_18736	UBP2
OG_19729	TX1B3
OG_12793	TBCD9
OG_15419	WBP11
OG_15148	GAS8
OG_15149	COX15
OG_15412	DPCD
OG_15413	DUS11
OG_15410	COASY
OG_15140	BRD8
OG_15417	MTSS1
OG_15142	TEKT3
OG_15415	ATG4B
OG_18961	HEN1
OG_18962	RAD52
OG_18731	DNJA3
OG_11507	GBX2
OG_11702	RPGF1
OG_18099	DDI2
OG_18095	RAB18
OG_18097	ADCY5|autism_4
OG_18096	PTF1A
OG_18090	CHST5|autism_6
OG_18093	CHCH7
OG_11703	OTU6B
OG_11248	JIP1|neuro
OG_11718	TSR3
OG_14549	RAN
OG_14548	P5I13
OG_14546	MEIOB
OG_14543	NPC1
OG_14542	SRSF4
OG_14541	RM49
OG_14540	SRTD4
OG_17010	TPRA1
OG_17012	MD1L1
OG_17014	COA7
OG_18671	PLD6
OG_18673	GGCT
OG_18672	HERP2
OG_16945	TM189
OG_16946	WDR82
OG_16943	FOXB1
OG_16057	ZN593
OG_16055	RT30
OG_16054	TM131
OG_16053	LONM
OG_16052	PDE2A|neuro
OG_16051	CPSF6
OG_16050	CFA97
OG_16059	LARP1
OG_16058	HPS5
OG_13667	APAF
OG_13662	CL004
OG_13660	SLC1A2|autism_S|neuro
OG_15625	PO6F2|neuro
OG_15627	HES1
OG_15621	KGP1
OG_15620	IRS1
OG_15622	CSN7B
OG_15628	DEPDC5|autism_0
OG_13483	VP33A
OG_13482	TAOK1
OG_13481	SLX1
OG_13480	MRP7
OG_13487	DAPK3
OG_13486	AKTS1
OG_13485	DHYS
OG_13484	EIF3M
OG_13489	QRIC2
OG_13488	TCPG
OG_12822	ABCF1
OG_12820	EHMT1|autism_3
OG_12821	MP2K7
OG_12827	SRCAP|autism_2
OG_12536	PPR3D
OG_12285	CTR9
OG_12282	OTOP2
OG_12283	VAMP7
OG_12280	TNNI2
OG_15083	EDRF1
OG_15082	SBP2L
OG_14976	WDR48
OG_14977	LAS1L
OG_14974	TEBP
OG_14975	TPIS
OG_14972	KPCD3
OG_14973	EXOSX
OG_14970	DEGS1
OG_14971	ZDHC2
OG_12756	INT10
OG_12757	SUMO1
OG_12750	SC31A
OG_12751	PPP6
OG_12752	ARMC5
OG_12753	DOPO
OG_12759	RS15A
OG_13636	PPOX
OG_13637	MED1
OG_13638	NPAS4|neuro
OG_13187	SNX2
OG_18590	SPAG1
OG_12853	TRAF4
OG_19515	CU002
OG_12852	RWDD4
OG_12851	LIN37
OG_14284	RL36L
OG_14285	TNPO3
OG_14286	CLPT1
OG_14287	WAPL
OG_14280	NH2L1
OG_14281	DEN4C
OG_14288	DTL
OG_14289	PPR42
OG_10678	SIX1
OG_12855	PSF2
OG_17951	MAIP1
OG_10673	BAG4
OG_10675	EI2BE
OG_10674	PPAC
OG_10677	DPYS
OG_10676	SNF5
OG_15889	ATRAP
OG_15888	GATA
OG_18469	LYSM2
OG_15881	DUS3
OG_15885	TMM94
OG_15887	SHLB1
OG_15886	TXNL1
OG_11508	FNTA
OG_14758	MET13
OG_14759	BGLR
OG_17914	TTC12
OG_11500	P3H1
OG_11501	FCHO2
OG_14022	COAC
OG_14026	DAXX
OG_17837	CB5D1
OG_17911	CLIC2
OG_17910	RS18
OG_17489	LTOR2
OG_10982	PKN1
OG_10456	NARFL
OG_10450	ZN277
OG_17919	HAP28
OG_18280	RS16
OG_18281	TRNT1
OG_18282	LR74A
OG_18285	ARL2
OG_16538	ACK1
OG_16539	PITC1
OG_16534	BORC7
OG_16535	SMG8
OG_16536	TMM98
OG_16537	FNBP4
OG_16530	PPM1D|autism_S
OG_16531	DUS3L
OG_16532	FBX43
OG_16533	DPOE4
OG_15675	MTU1
OG_17222	RB27A
OG_17226	RPA12
OG_16282	MCTS1
OG_16283	PLK4
OG_16280	VANG1
OG_16281	PFD2
OG_16286	GSH0
OG_16287	DCOR
OG_16284	EED
OG_12456	NOL12
OG_16288	SHANK2|autism_2|neuro
OG_16289	GDIB
OG_12455	COX5B
OG_14796	RS26
OG_12454	SGSM3|autism_4
OG_14065	AATM
OG_12453	DPOD2
OG_12452	UBP36
OG_14067	TBC16
OG_12451	NTH
OG_12450	ABD12
OG_14061	TM104
OG_14062	EP15R
OG_13455	CYFP2
OG_14063	LMTK2
OG_13456	RHG26
OG_13457	PLPL2
OG_13450	ANKL2
OG_13451	BTBD2
OG_14068	RECQ1
OG_13453	PGAM5
OG_14069	GLO2
OG_18496	ARL1
OG_13348	HGH1
OG_13838	DEFI8
OG_13340	ZIC3|neuro
OG_13341	RUFY3
OG_13343	ABI2
OG_13344	PKHG5
OG_13834	RS19
OG_13835	ASAP1
OG_19255	CP110
OG_19256	SELK
OG_15162	DCTN1
OG_15163	SLD5
OG_15160	RWDD1
OG_15161	SYMM
OG_15164	TULP4
OG_15168	CE049
OG_18365	IFT74
OG_11087	SMU1
OG_18073	8ODP
OG_18077	ROA1
OG_18076	TBPL2
OG_18075	NTM1A
OG_18079	HS2ST
OG_14565	RABE1
OG_14564	TIP
OG_14567	TRM2A
OG_14566	TMED6
OG_14560	SRRT
OG_14563	EFTU
OG_11269	PAXI
OG_14569	CS047
OG_14568	AAMP
OG_18758	DAD1
OG_17038	MCM5
OG_17039	PRS4
OG_18615	AQ12A
OG_18613	NUDT9
OG_18611	MUC24
OG_18618	B9D2
OG_18759	FA96A
OG_13236	PCY1B|neuro
OG_18757	GNAO|neuro
OG_19409	RM54
OG_19889	RL13
OG_15414	DOCK9
OG_18752	CAB45
OG_16079	NRDE2
OG_16075	ATG5
OG_16074	GDPP1
OG_16077	EAF6
OG_16076	CR3L1
OG_16071	EIF3D
OG_16070	KIF3B
OG_16072	MIC19
OG_11243	RGN
OG_13647	MBTP2
OG_13646	UBE2S
OG_13640	GLCE
OG_13643	WIPI3
OG_13642	MRM2
OG_13139	NUDC1
OG_13138	CNOT2
OG_13649	THOC4
OG_13648	AR6P1
OG_11862	FUMH
OG_11860	FA43A
OG_11867	PRDM1
OG_11865	TTLL2
OG_11864	TMTC4
OG_17045	TSPO
OG_10540	MDN1
OG_12517	GPX4
OG_12514	MIA40
OG_12512	RM11
OG_12513	BIRC6|autism_0
OG_12510	FERM2
OG_12511	XBP1
OG_14918	KPTN|autism_0
OG_14919	GSLG1
OG_14914	AP1G1
OG_14915	ARFRP
OG_14916	TRM61
OG_14917	TTC7B
OG_14911	PEN2
OG_14912	U2AF5
OG_14913	RICTR
OG_12778	ABHD3
OG_12779	LIPT
OG_12772	HPPD
OG_12773	HPS4
OG_12770	PITM3
OG_12771	MYO1C
OG_12776	WDR78
OG_18848	CHAC1
OG_15106	S2544
OG_18118	BRI3
OG_15107	SPF27
OG_18849	ASPG
OG_15456	RCC1
OG_15109	DDRGK
OG_18119	CNN2
OG_11698	MTO1
OG_11750	IPKB
OG_11690	PTPA
OG_11691	KDEL1
OG_11692	TBCD1
OG_11694	CLIP1
OG_11697	GALT1
OG_19069	CRBL2
OG_19060	NEK5
OG_19066	TMM70
OG_13241	MCM7
OG_17937	ANCHR
OG_17933	GDF11
OG_10611	ASF1A
OG_10610	GOLI4
OG_15209	PWP2B
OG_15208	CJ076
OG_18446	MZT2B
OG_18366	TM9S2
OG_15203	ATRNL1|autism_5|neuro
OG_15202	PNRC2
OG_15201	CC186
OG_15200	WNK3|autism_4
OG_15207	SYPM
OG_15206	RNF38
OG_13247	RAD18
OG_11525	UCHL5
OG_11522	WSDU1
OG_18361	FRAT2
OG_18360	RS30
OG_18843	BORA
OG_16512	PUS3
OG_16513	SCYL2
OG_16510	EFHB
OG_16511	DC1L2
OG_16517	WWOX|autism_3
OG_16514	RAE2
OG_16515	CNDH2
OG_16518	MIB1|autism_4
OG_16519	AP3D1
OG_17816	SYT7|neuro
OG_17201	FOXO4
OG_17200	SR1IP
OG_17205	OGFD3
OG_17204	ICK
OG_17207	PSMD9
OG_17206	LIN52
OG_17209	BRCA2|autism_4
OG_14186	SERB
OG_11357	U119B
OG_11356	POP1
OG_11989	KXDL1
OG_11986	ELMO1
OG_11987	CC149
OG_11980	DDX18
OG_11982	AGMO|autism_4
OG_11352	F110B
OG_15716	PEX14
OG_12181	NFS1
OG_12183	UBIP1
OG_12182	ISOC2
OG_18309	SNAP25|autism_0|neuro
OG_13588	GNL1
OG_13589	DMXL1
OG_13582	CLPX
OG_13583	TRAP1
OG_13581	EFL1
OG_13587	RL7A
OG_13584	DYRK4
OG_18308	CIA30
OG_12989	GDPD1|neuro
OG_12988	LMX1B|autism_3
OG_12985	CCS
OG_12984	TAF7
OG_12987	ARPC5
OG_12986	SYF1
OG_12981	KS6B1
OG_12980	CTIF
OG_12983	MORN3
OG_13366	SC11C
OG_13365	BTBD7
OG_13362	FBSP1
OG_13363	ELMD2
OG_13361	PTN9
OG_19277	NOB1
OG_19274	PGAP3
OG_19270	QSOX1
OG_19525	ATX2
OG_11062	BGAL
OG_11061	ISL1
OG_11069	MANBA
OG_11068	PUR9
OG_18059	KCE1B
OG_18058	GABPA
OG_18051	WIPF3
OG_18050	TIDC1
OG_18053	SPAG7
OG_18052	IMP4
OG_18055	CCHL
OG_18054	APC10
OG_18056	DJC11
OG_18587	CHAC2
OG_18586	CCNG2
OG_18585	GABP2
OG_18583	CHKB|autism_S
OG_18582	NDUB4
OG_18580	SPA6L
OG_11206	GCP3
OG_11203	P85A
OG_19184	TM45B
OG_11209	M2OM
OG_11208	SCHI1|neuro
OG_18639	CDC20
OG_18634	COA3
OG_18636	ES1
OG_18630	SEC20
OG_19587	THIL
OG_11512	NMBR
OG_17982	DGC14
OG_17983	ZNF76
OG_17637	SIK3
OG_17986	ATPO
OG_17987	RNF11
OG_10559	RAD50
OG_17059	BRCC3
OG_11244	EIF3C
OG_10550	UNC79|neuro
OG_10551	DUS10
OG_10553	ZN704
OG_10555	SURF4
OG_10556	DGKQ
OG_16899	MGT4B
OG_16893	TJAP1
OG_16891	SNIP1
OG_16890	PFD3
OG_16897	TS101
OG_16896	TM208
OG_16894	KAD6
OG_19868	CL065
OG_16093	STX5
OG_16092	PDE7A
OG_16091	ANR12
OG_16097	KHDRBS3|autism_5|neuro
OG_16096	DDX6
OG_16099	SGF29
OG_13119	IF2A
OG_13118	M3K7
OG_13111	STYX
OG_13110	APC|autism_5|neuro
OG_13113	RB15B
OG_13112	TM214
OG_13115	CHRC1
OG_13114	EXOC7
OG_13117	GHC1|neuro
OG_13116	HINFP
OG_11841	SYT12
OG_11840	BSCL2
OG_11843	RT29
OG_11845	IPPK
OG_11844	USH1C
OG_11847	TFE2
OG_11846	VMA21
OG_18982	RNT2
OG_18981	DPM1
OG_17907	SLC39A11|autism_0
OG_18808	LPP
OG_18809	STIP1
OG_12579	STIL
OG_12575	NDOR1
OG_12577	CTBP2
OG_12570	PIGZ
OG_12573	DOCK7
OG_18777	QTRT2
OG_19425	IN80B
OG_14932	NIT1
OG_14933	TEC
OG_14937	SPY2
OG_14934	MED7
OG_14935	DJB12
OG_12790	MPRIP
OG_12792	RP25L
OG_15437	ABLM1
OG_12794	HID1
OG_12795	PSMD5
OG_12796	TDIF2
OG_12797	BRAF|autism_S
OG_12798	SIN1
OG_12799	CYBP
OG_17184	BAHC1
OG_10876	ARBK2
OG_17189	CYC
OG_10702	HCN4|neuro
OG_14240	CERK1
OG_14241	TPC12
OG_14242	HPBP1
OG_14243	FOXG1|autism_5|neuro
OG_14244	TIM
OG_14245	F162B
OG_14246	DCA13
OG_14248	INT8
OG_19043	MET18
OG_19042	SDCB1
OG_19044	GGACT
OG_19047	TMM17
OG_19046	POGZ|autism_1
OG_19049	RPAB1
OG_19048	COIL
OG_10639	MPC2
OG_12290	S7A14|neuro
OG_15221	PBDC1
OG_15220	SFXN2
OG_15222	TM2D2
OG_15225	APC1
OG_15224	TAB1
OG_15227	TIM16
OG_15226	SPOP
OG_15229	PTCD3
OG_15228	P4K2B
OG_11544	ELOF1
OG_11545	GCH1
OG_11546	THEGL
OG_11547	MITF
OG_11540	ACSL5
OG_11541	PNPO
OG_17366	RN168
OG_11548	RIMB2
OG_11549	OTU7B
OG_14798	SAM13
OG_14799	HAKAI
OG_10498	KIN17
OG_10495	P
OG_12292	DHX37
OG_18814	OTU1
OG_11474	BNIP3
OG_11476	RN19A
OG_11477	CD82
OG_18813	CTRO
OG_11471	ASM3B
OG_11473	TPPP3
OG_18268	MFTC
OG_11478	ZCHC4
OG_11479	EI2BB
OG_17267	LLPH
OG_17266	NDUC2
OG_17265	CC134
OG_17264	TPC2L
OG_17262	RL10A
OG_17261	UCRI
OG_17260	HASP
OG_17269	G6PI
OG_17268	LRC47
OG_16798	PXK
OG_16794	6PGL
OG_16795	RPC8
OG_16796	NFYB
OG_16797	DPOD3
OG_16790	RRS1
OG_16792	GORS2
OG_16793	TMM47
OG_20113	ADPPT
OG_20112	CNBP
OG_16138	K0930
OG_16139	INT7
OG_16130	UBXN7
OG_16133	RM24
OG_16134	CEP97
OG_16135	UBN1
OG_16137	AFF3
OG_13561	MARH5
OG_13562	WDR74
OG_13563	RRP8
OG_13564	ASNS
OG_13565	SEP10
OG_13568	MB212
OG_13569	SYT9|neuro
OG_12963	NMDZ1|neuro
OG_12960	ABCA5
OG_12967	CL049
OG_12966	S23A1
OG_12965	SMAL1
OG_12964	AMACR
OG_12969	TXD17
OG_13304	TM165
OG_13305	VPS54
OG_13306	DC2L1
OG_13307	NUMB
OG_13300	SYQ
OG_13301	TIM13
OG_13303	WDR3
OG_13308	CL066
OG_13309	CKAP5
OG_15696	CTNNB1|autism_3
OG_11049	ASM
OG_11048	DHX8
OG_11041	RYR2
OG_11047	RRP5
OG_11046	UBE2H|autism_4
OG_19215	LRPPRC|autism_0
OG_19210	KBL
OG_19212	CI085
OG_19213	RBMX2
OG_18035	ZNT9
OG_15691	M21D2
OG_18031	ZN330
OG_11229	MMSA
OG_11221	BAIAP2|autism_5
OG_11220	MYO15
OG_11223	ZN423
OG_11222	CLCN2
OG_19506	HINT1
OG_10798	PYC
OG_10799	FST
OG_10793	CO041
OG_10791	RTN4
OG_10796	UBP31
OG_10795	CA043
OG_14478	DOCK3|neuro
OG_14473	FCL
OG_14472	SRA1
OG_14471	ECM29
OG_14477	DLDH
OG_14476	WAC2A
OG_14475	GDE
OG_14474	YAF2
OG_17070	CA131
OG_17077	GABR1|neuro
OG_10578	UB2L3
OG_10579	MCE1
OG_10576	NOC2L
OG_10577	SMC1A
OG_10572	STXBP5|autism_3
OG_10571	VPS29
OG_16302	KLC1
OG_16300	ENOF1
OG_16305	PSN2
OG_16304	RGPA1
OG_16309	IFT52
OG_16308	SPCS3
OG_13178	MBTD1
OG_13177	TBC13
OG_13176	XPO2
OG_13175	ACINU
OG_13174	C11orf30|autism_3
OG_13173	CMIP|autism_0
OG_13172	BOLA3
OG_13171	S38A7
OG_13170	RN123
OG_11827	TMED2
OG_11825	GNB1L|autism_4
OG_11822	LARG1
OG_11821	GRCR1
OG_15031	DPS1
OG_15033	FAH2A
OG_11871	DHTK1
OG_13799	RM44
OG_13798	MKS1
OG_13792	SDF2
OG_13791	GNRHR
OG_13790	WASH2
OG_13797	RBM42
OG_13795	RM14
OG_13794	TOM40
OG_12220	SNTB1
OG_12221	BMS1
OG_12550	TCTP
OG_12223	RS17
OG_12224	PCSK5
OG_12225	E41LA
OG_12226	TEN2|neuro
OG_12555	SDCG3
OG_12228	PINX1|autism_5
OG_12558	ACADV
OG_12559	RRP7A
OG_15783	UQCC1
OG_15781	ALKB4
OG_17132	DX39B
OG_14250	HECD1
OG_18111	SE1L1
OG_13191	PSB5
OG_18113	PGTB2
OG_13622	FZR1
OG_13193	SRTD2
OG_13192	DAP1
OG_18116	KIF11
OG_13195	ZMIZ1
OG_13194	PACS2
OG_13197	ORC3
OG_13196	SEN34
OG_19526	RL35A
OG_20008	NDUF5
OG_19524	TBX1|autism_4
OG_15791	PLCG1
OG_15022	VATB2
OG_15020	FANCI
OG_15027	MLX
OG_15026	CCD12
OG_15024	PAQR4|neuro
OG_15799	GLPK3
OG_15798	RBM8A|autism_0
OG_14266	TGT
OG_14267	RB40C
OG_14265	EIF3L
OG_14262	ZC12C
OG_14263	SPT2
OG_14260	S14L1
OG_14261	TAPT1
OG_19535	TM39A
OG_14268	RFX7
OG_14269	GID4
OG_19027	NUDT3
OG_19022	S38A9
OG_19021	MORN4
OG_19020	PANK1
OG_19029	PAXB1
OG_19028	LRRN2|neuro
OG_17821	NPM3
OG_17823	RAB28
OG_19039	PYM1
OG_15247	INT2
OG_15246	DHPR
OG_15245	MLH1
OG_15244	CNNM2
OG_15243	SMYD5
OG_15242	NDUF2
OG_15241	PRIPO
OG_17825	CX056
OG_15249	CBPM
OG_17827	SMAD3
OG_17826	RL18A
OG_18328	DUS19
